latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasGarage,hasSpa,hasView,latestPrice,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,days_since_sale,yearsOld,zipcode78702,zipcode78703,zipcode78704,zipcode78705,zipcode78717,zipcode78721,zipcode78722,zipcode78723,zipcode78724,zipcode78725,zipcode78726,zipcode78727,zipcode78728,zipcode78729,zipcode78730,zipcode78731,zipcode78732,zipcode78733,zipcode78735,zipcode78736,zipcode78737,zipcode78739,zipcode78741,zipcode78744,zipcode78745,zipcode78746,zipcode78747,zipcode78748,zipcode78749,zipcode78750,zipcode78751,zipcode78752,zipcode78753,zipcode78754,zipcode78756,zipcode78757,zipcode78758,zipcode78759,log_lotSizeSqFt,log_livingAreaSqFt,log_avgSchoolSize,yearsOld_sq,avgSchoolRating_sq,word_count_good,word_count_bad,neigh_ALLANDALE,neigh_BARTON HILLS,neigh_BOULDIN CREEK,neigh_BRENTWOOD,neigh_CENTRAL EAST AUSTIN,neigh_CHESTNUT,neigh_CORONADO HILLS,neigh_CRESTVIEW,neigh_DAWSON,neigh_EAST CESAR CHAVEZ,neigh_EAST CONGRESS,neigh_EAST OAK HILL,neigh_FRANKLIN PARK,neigh_GALINDO,neigh_GARRISON PARK,neigh_GEORGIAN ACRES,neigh_GOVALLE,neigh_HANCOCK,neigh_HERITAGE HILLS,neigh_HIGHLAND,neigh_HOLLY,neigh_HYDE PARK,neigh_JOHNSTON TERRACE,neigh_MCKINNEY,neigh_MLK,neigh_MLK-183,neigh_MONTOPOLIS,neigh_NORTH AUSTIN CIVIC ASSOCIATION,neigh_NORTH LAMAR,neigh_NORTH LOOP,neigh_NORTH SHOAL CREEK,neigh_NORTH UNIVERSITY,neigh_OLD ENFIELD,neigh_OLD WEST AUSTIN,neigh_PARKER LANE,neigh_PECAN SPRINGS-SPRINGDALE,neigh_PLEASANT VALLEY,neigh_RIVERSIDE,neigh_RMMA,neigh_ROSEDALE,neigh_ROSEWOOD,neigh_SOUTH LAMAR,neigh_SOUTH MANCHACA,neigh_SOUTH RIVER CITY,neigh_SOUTHEAST,neigh_ST. EDWARDS,neigh_ST. JOHN,neigh_SWEETBRIAR,neigh_UNIVERSITY HILLS,neigh_UPPER BOGGY CREEK,neigh_WEST AUSTIN NEIGHBORHOOD GROUP,neigh_WEST CONGRESS,neigh_WEST OAK HILL,neigh_WEST UNIVERSITY,neigh_WESTGATE,neigh_WINDSOR HILLS,neigh_WINDSOR PARK,neigh_WINDSOR ROAD,neigh_WOOTEN,neigh_ZILKER
30.281660079956,-97.661735534668,1.98,0,False,False,False,False,120.0,23,0,1,1,0,0,0,0,0,9452.0,1745,2.46666666666667,3.66666666666667,480,14,2.0,4,1,1502,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15408743042538,7.46508273639955,6.17586727010576,2601,13.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2826957702637,-97.6613311767578,1.98,0,False,False,False,False,329.9,48,0,2,1,0,0,0,0,0,9757.0,1567,2.5,3.66666666666667,480,14,2.0,4,1,1099,51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18584274037578,7.35755620091035,6.17586727010576,2601,13.4444444444445,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2881488800049,-97.6613616943359,1.98,0,False,False,False,False,329.5,24,0,2,0,1,1,0,0,0,7230.0,1903,2.46666666666667,3.66666666666667,480,14,3.0,5,2,1127,50,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88613261817495,7.55171221535131,6.17586727010576,2500,13.4444444444445,3,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2871150970459,-97.6589279174805,1.98,1,True,True,False,False,295.0,36,0,3,2,0,0,0,0,0,8276.0,1274,2.56666666666667,3.66666666666667,480,14,2.0,3,2,1535,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0212358628854,7.15070145759253,6.17586727010576,361,13.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2866821289062,-97.6612854003906,1.98,0,False,False,False,False,279.9,1,0,1,0,1,1,0,0,0,7405.0,1378,2.46666666666667,3.66666666666667,480,14,2.0,3,1,926,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.91004576147356,7.2291138777933,6.17586727010576,2809,13.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2821369171142,-97.660041809082,1.98,4,False,True,True,False,484.9,35,0,5,1,2,2,0,0,0,8398.0,1815,2.53333333333333,3.66666666666667,480,14,2.0,3,1,631,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03586793012563,7.50439155916124,6.17586727010576,4,13.4444444444445,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2873458862305,-97.6624984741211,1.98,2,False,True,False,False,250.0,31,1,4,2,1,2,0,0,0,9583.0,1768,2.43333333333333,3.66666666666667,480,14,3.0,3,2,660,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16785032035523,7.47816969415979,6.17586727010576,2809,13.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.3819541931152,-97.6992111206055,1.98,0,False,False,False,False,315.0,1,0,4,1,0,0,0,0,0,8276.0,1673,1.26666666666667,3.66666666666667,1002,14,2.0,3,1,1163,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0212358628854,7.42297125104942,6.91075078796194,2116,13.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.2391967773438,-97.9032821655273,1.98,0,True,False,False,False,545.0,40,0,3,1,1,1,0,0,0,10105.0,3898,3.66666666666667,6.66666666666667,1660,17,4.0,4,2,1080,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22088458585185,8.2684753889826,7.41517510961329,256,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
30.2379112243652,-97.8813323974609,1.98,4,False,True,False,False,495.0,62,0,3,2,1,1,0,0,0,12632.4,2123,2.73333333333333,6.66666666666667,1698,17,2.0,4,1,602,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44409937943334,7.66105638236183,7.43779512167193,2601,44.4444444444445,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
